Employee_ID,Attrition_Risk_Score,Attrition
201827,19,No
201828,54,No
201829,68,No
201830,84,Yes
201831,62,No
201832,45,No
201833,55,Yes
201834,39,No
201835,35,No
201836,54,No
201837,34,No
201838,55,No
201839,3,No
201840,73,Yes
201841,33,Yes
201842,26,No
201843,54,No
201844,47,Yes
201845,48,Yes
201846,55,Yes
201847,57,No
201848,66,Yes
201849,19,No
201850,49,Yes
201851,35,No
201852,59,Yes
201853,40,No
201854,65,Yes
201855,61,No
201856,71,Yes
201857,74,No
201858,51,No
201859,26,No
201860,17,No
201861,31,No
201862,29,No
201863,46,Yes
201864,60,No
201865,42,No
201866,63,No
201867,37,No
201868,72,Yes
201869,58,No
201870,52,No
201871,60,Yes
201872,63,Yes
201873,48,No
201874,83,Yes
201875,44,No
201876,24,No
201877,78,Yes
201878,58,No
201879,86,Yes
201880,49,No
201881,43,Yes
201882,49,Yes
201883,55,Yes
201884,88,Yes
201885,44,Yes
201886,30,No
201887,20,No
201888,74,Yes
201889,33,No
201890,68,Yes
201891,100,Yes
201892,44,No
201893,33,No
201894,9,No
201895,35,No
201896,57,No
201897,59,Yes
201898,31,No
201899,10,No
201900,41,No
201901,45,No
201902,53,No
201903,75,Yes
201904,48,No
201905,27,Yes
201906,27,No
201907,27,No
201908,15,No
201909,8,No
201910,62,Yes
201911,45,No
201912,47,No
201913,56,No
201914,42,No
201915,3,No
201916,59,Yes
201917,22,No
201918,54,No
201919,73,No
201920,46,No
201921,80,Yes
201922,55,No
201923,39,Yes
201924,23,No
201925,73,Yes
201926,58,No
201927,37,No
201928,48,No
201929,42,No
201930,23,No
201931,48,No
201932,58,No
201933,34,No
201934,42,No
201935,41,No
201936,13,No
201937,61,No
201938,34,No
201939,69,Yes
201940,54,Yes
201941,52,No
201942,9,No
201943,6,No
201944,32,No
201945,88,Yes
201946,50,No
201947,66,No
201948,71,No
201949,63,No
201950,17,No
201951,84,Yes
201952,44,No
201953,67,No
201954,80,Yes
201955,100,Yes
201956,24,No
201957,58,Yes
201958,24,No
201959,71,Yes
201960,26,No
201961,31,No
201962,31,No
201963,64,Yes
201964,4,No
201965,52,No
201966,32,No
201967,41,No
201968,11,No
201969,26,No
201970,62,No
201971,47,Yes
201972,62,No
201973,0,No
201974,18,No
201975,52,No
201976,50,Yes
201977,53,No
201978,37,No
201979,29,No
201980,45,No
201981,3,No
201982,36,No
201983,40,No
201984,0,No
201985,54,No
201986,50,Yes
201987,52,No
201988,44,No
201989,44,No
201990,38,No
201991,66,Yes
201992,62,Yes
201993,14,No
201994,87,Yes
201995,49,No
201996,74,Yes
201997,47,Yes
201998,50,No
201999,10,No
202000,63,No
202001,59,Yes
202002,50,No
202003,24,No
202004,39,No
202005,61,Yes
202006,41,No
202007,17,No
202008,36,Yes
202009,57,Yes
202010,47,Yes
202011,3,No
202012,83,Yes
202013,38,No
202014,57,No
202015,19,No
202016,35,No
202017,42,No
202018,65,Yes
202019,67,Yes
202020,48,Yes
202021,47,No
202022,56,No
202023,37,Yes
202024,19,No
202025,48,No
202026,31,No
202027,42,No
202028,49,Yes
202029,36,No
202030,56,No
202031,38,No
202032,21,No
202033,98,Yes
202034,73,Yes
202035,27,No
202036,39,Yes
202037,55,No
202038,47,Yes
202039,55,Yes
202040,21,No
202041,11,No
202042,53,No
202043,71,Yes
202044,90,Yes
202045,31,No
202046,54,No
202047,28,Yes
202048,37,No
202049,43,No
202050,7,No
202051,29,No
202052,59,No
202053,23,No
202054,47,No
202055,45,No
202056,64,Yes
202057,54,No
202058,62,Yes
202059,4,No
202060,16,No
202061,11,No
202062,76,No
202063,62,No
202064,2,No
202065,36,No
202066,32,No
202067,64,Yes
202068,46,No
202069,30,No
202070,43,No
202071,39,No
202072,36,No
202073,66,No
202074,47,No
202075,60,No
202076,38,No
202077,32,No
202078,48,No
202079,46,No
202080,27,No
202081,64,No
202082,54,Yes
202083,17,No
202084,45,No
202085,38,No
202086,42,No
202087,53,No
202088,36,No
202089,15,No
202090,46,No
202091,46,No
202092,14,No
202093,47,No
202094,34,No
202095,0,No
202096,14,No
202097,0,No
202098,55,Yes
202099,54,No
202100,52,No
202101,16,No
202102,25,No
202103,48,No
202104,43,No
202105,28,No
202106,35,No
202107,29,No
202108,60,Yes
202109,79,Yes
202110,53,No
202111,52,No
202112,27,No
202113,23,No
202114,40,No
202115,91,Yes
202116,55,No
202117,31,No
202118,39,No
202119,25,No
202120,20,No
202121,37,No
202122,55,No
202123,36,No
202124,22,No
202125,45,Yes
202126,55,Yes
202127,19,No
202128,64,Yes
202129,52,Yes
202130,26,No
202131,43,No
202132,40,No
202133,65,Yes
202134,60,No
202135,28,No
202136,57,No
202137,31,No
202138,94,Yes
202139,32,No
202140,2,No
202141,0,No
202142,34,Yes
202143,52,No
202144,38,No
202145,51,Yes
202146,54,Yes
202147,36,No
202148,58,Yes
202149,61,Yes
202150,58,No
202151,70,Yes
202152,1,No
202153,77,Yes
202154,18,Yes
202155,55,No
202156,59,Yes
202157,12,No
202158,46,No
202159,32,No
202160,29,No
202161,53,No
202162,45,Yes
202163,50,Yes
202164,97,Yes
202165,36,No
202166,42,Yes
202167,31,No
202168,70,Yes
202169,69,Yes
202170,33,No
202171,50,No
202172,34,No
202173,49,Yes
202174,28,No
202175,62,Yes
202176,18,No
202177,24,No
202178,61,No
202179,42,No
202180,36,No
202181,39,No
202182,49,Yes
202183,54,No
202184,41,Yes
202185,35,No
202186,57,Yes
202187,25,No
202188,23,No
202189,49,No
202190,48,No
202191,46,No
202192,25,No
202193,22,No
202194,39,No
202195,76,No
202196,29,No
202197,25,Yes
202198,17,No
202199,37,No
202200,72,No
202201,60,No
202202,20,No
202203,18,No
202204,58,Yes
202205,24,No
202206,95,Yes
202207,82,Yes
202208,100,Yes
202209,89,Yes
202210,44,No
202211,56,Yes
202212,23,No
202213,42,No
202214,54,No
202215,74,No
202216,39,No
202217,18,No
202218,60,No
202219,50,Yes
202220,50,Yes
202221,37,No
202222,42,No
202223,38,No
202224,38,No
202225,81,No
202226,32,No
202227,31,No
202228,79,Yes
202229,85,Yes
202230,74,Yes
202231,79,No
202232,0,No
202233,36,No
202234,46,No
202235,35,No
202236,67,Yes
202237,39,No
202238,23,No
202239,18,No
202240,83,Yes
202241,18,No
202242,38,No
202243,41,No
202244,48,Yes
202245,61,No
202246,48,No
202247,33,No
202248,13,No
202249,72,Yes
202250,18,No
202251,61,Yes
202252,38,Yes
202253,53,Yes
202254,26,No
202255,58,Yes
202256,63,Yes
202257,27,No
202258,42,Yes
202259,47,No
202260,72,Yes
202261,76,Yes
202262,0,No
202263,26,No
202264,49,Yes
202265,37,No
202266,33,No
202267,60,No
202268,29,No
202269,43,No
202270,31,No
202271,44,Yes
202272,25,No
202273,62,Yes
202274,57,Yes
202275,72,Yes
202276,70,No
202277,58,Yes
202278,0,No
202279,42,Yes
202280,74,Yes
202281,39,No
202282,38,No
202283,48,No
202284,35,No
202285,53,No
202286,19,No
202287,16,No
202288,61,No
202289,32,No
202290,58,Yes
202291,25,No
202292,25,No
202293,20,No
202294,63,No
202295,59,Yes
202296,35,No
202297,52,Yes
202298,30,No
202299,31,No
202300,74,Yes
202301,27,No
202302,62,No
202303,29,No
202304,96,Yes
202305,20,No
202306,16,No
202307,31,Yes
202308,63,Yes
202309,34,No
202310,32,No
202311,39,No
202312,85,Yes
202313,59,No
202314,42,No
202315,48,Yes
202316,54,No
202317,52,No
202318,30,No
202319,37,No
202320,59,Yes
202321,35,No
202322,14,No
202323,59,Yes
202324,27,No
202325,82,No
202326,21,No
202327,59,No
202328,61,No
202329,100,Yes
202330,29,No
202331,34,No
202332,38,No
202333,30,No
202334,1,No
202335,75,Yes
202336,20,No
202337,87,Yes
202338,42,No
202339,52,No
202340,9,No
202341,38,No
202342,31,No
202343,45,No
202344,33,No
202345,71,Yes
202346,33,Yes
202347,89,Yes
202348,38,No
202349,57,Yes
202350,57,No
202351,64,Yes
202352,59,Yes
202353,18,No
202354,41,No
202355,58,No
202356,20,No
202357,90,Yes
202358,32,No
202359,75,Yes
202360,28,No
202361,61,Yes
202362,23,No
202363,94,Yes
202364,95,Yes
202365,59,No
202366,46,No
202367,77,Yes
202368,26,No
202369,63,No
202370,60,No
202371,79,Yes
202372,39,Yes
202373,42,Yes
202374,35,No
202375,25,No
202376,72,Yes
202377,47,No
202378,33,No
202379,25,No
202380,27,No
202381,26,No
202382,53,Yes
202383,51,No
202384,33,No
202385,64,Yes
202386,40,No
202387,14,No
202388,41,No
202389,35,No
202390,53,Yes
202391,25,No
202392,43,No
202393,17,No
202394,40,No
202395,64,No
202396,60,Yes
202397,35,No
202398,5,No
202399,40,No
202400,69,No
202401,49,Yes
202402,43,Yes
202403,63,No
202404,32,No
202405,37,No
202406,50,No
202407,55,No
202408,29,No
202409,68,No
202410,19,No
202411,47,No
202412,77,Yes
202413,42,No
202414,46,No
202415,40,No
202416,63,No
202417,72,Yes
202418,70,Yes
202419,40,No
202420,55,No
202421,47,No
202422,45,No
202423,9,No
202424,50,Yes
202425,67,No
202426,32,No
202427,70,Yes
202428,61,Yes
202429,68,No
202430,66,Yes
202431,11,No
202432,37,Yes
202433,59,Yes
202434,44,No
202435,61,No
202436,18,No
202437,8,No
202438,67,Yes
202439,0,No
202440,42,No
202441,40,No
202442,38,No
202443,29,No
202444,47,No
202445,45,Yes
202446,34,No
202447,82,Yes
202448,34,No
202449,60,No
202450,39,No
202451,36,Yes
202452,26,No
202453,43,No
202454,26,No
202455,26,No
202456,28,No
202457,19,No
202458,33,No
202459,72,Yes
202460,50,No
202461,31,No
202462,49,No
202463,37,No
202464,37,No
202465,52,Yes
202466,73,Yes
202467,49,No
202468,60,Yes
202469,36,No
202470,26,No
202471,61,No
202472,35,No
202473,83,Yes
202474,39,No
202475,36,No
202476,17,No
202477,48,No
202478,60,No
202479,32,No
202480,55,Yes
202481,37,No
202482,83,Yes
202483,84,Yes
202484,63,No
202485,11,No
202486,84,Yes
202487,45,No
202488,36,No
202489,23,No
202490,20,No
202491,59,Yes
202492,59,No
202493,70,Yes
202494,52,No
202495,43,No
202496,55,Yes
202497,20,No
202498,69,No
202499,40,No
202500,62,No
202501,59,Yes
202502,63,Yes
202503,65,Yes
202504,18,No
202505,47,No
202506,71,Yes
202507,22,No
202508,24,No
202509,55,No
202510,32,No
202511,40,No
202512,25,Yes
202513,46,No
202514,79,Yes
202515,13,No
202516,11,No
202517,12,No
202518,14,No
202519,30,No
202520,67,No
202521,36,No
202522,36,No
202523,50,Yes
202524,100,Yes
202525,34,No
202526,26,No
202527,61,Yes
202528,70,Yes
202529,25,No
202530,61,Yes
202531,44,No
202532,49,Yes
202533,63,Yes
202534,19,No
202535,53,No
202536,62,No
202537,8,No
202538,68,Yes
202539,20,No
202540,39,No
202541,30,No
202542,35,No
202543,33,No
202544,40,No
202545,32,No
202546,24,No
202547,28,No
202548,25,No
202549,0,No
202550,32,No
202551,41,No
202552,38,No
202553,40,No
202554,20,No
202555,72,Yes
202556,16,No
202557,59,Yes
202558,63,Yes
202559,54,No
202560,82,Yes
202561,51,No
202562,62,No
202563,98,Yes
202564,88,Yes
202565,63,Yes
202566,65,No
202567,47,No
202568,82,Yes
202569,17,No
202570,56,Yes
202571,34,No
202572,46,No
202573,55,No
202574,20,No
202575,43,No
202576,52,No
202577,67,No
202578,34,No
202579,44,No
202580,41,No
202581,29,No
202582,58,Yes
202583,57,Yes
202584,50,No
202585,36,No
202586,49,Yes
202587,24,No
202588,29,Yes
202589,78,Yes
202590,43,Yes
202591,49,No
202592,22,No
202593,29,No
202594,31,No
202595,46,No
202596,48,No
202597,35,No
202598,46,No
202599,35,No
202600,83,Yes
202601,40,No
202602,42,No
202603,50,No
202604,31,No
202605,20,No
202606,15,No
202607,79,Yes
202608,2,No
202609,78,Yes
202610,3,No
202611,54,Yes
202612,30,No
202613,68,Yes
202614,44,No
202615,54,Yes
202616,49,No
202617,43,No
202618,44,No
202619,64,Yes
202620,78,Yes
202621,71,No
202622,72,Yes
202623,27,No
202624,23,No
202625,84,No
202626,35,No
202627,26,No
202628,55,No
202629,52,No
202630,52,Yes
202631,54,No
202632,61,Yes
202633,58,No
202634,50,Yes
202635,35,Yes
202636,69,Yes
202637,44,No
202638,41,No
202639,46,No
202640,45,No
202641,68,Yes
202642,67,Yes
202643,55,No
202644,52,No
202645,46,No
202646,44,Yes
202647,39,No
202648,20,No
202649,35,Yes
202650,39,No
202651,21,No
202652,34,No
202653,49,No
202654,48,Yes
202655,83,Yes
202656,12,No
202657,40,No
202658,35,No
202659,58,Yes
202660,49,No
202661,67,No
202662,42,No
202663,18,No
202664,60,No
202665,23,No
202666,42,No
202667,80,Yes
202668,23,No
202669,51,No
202670,30,No
202671,34,No
202672,7,No
202673,32,No
202674,73,No
202675,40,No
202676,51,Yes
202677,73,No
202678,53,Yes
202679,52,Yes
202680,27,No
202681,45,No
202682,30,Yes
202683,39,No
202684,65,No
202685,49,No
202686,15,No
202687,94,Yes
202688,47,No
202689,75,Yes
202690,75,No
202691,21,No
202692,68,No
202693,97,Yes
202694,2,No
202695,64,Yes
202696,70,Yes
202697,88,Yes
202698,43,No
202699,58,Yes
202700,37,No
202701,19,No
202702,32,No
202703,72,Yes
202704,28,No
202705,70,No
202706,36,No
202707,72,No
202708,61,Yes
202709,33,No
202710,81,Yes
202711,45,No
202712,61,No
202713,36,No
202714,30,No
202715,40,No
202716,54,Yes
202717,76,No
202718,33,No
202719,62,Yes
202720,30,No
202721,59,Yes
202722,13,No
202723,62,Yes
202724,64,Yes
202725,7,No
202726,54,Yes
202727,52,Yes
202728,13,No
202729,85,Yes
202730,72,Yes
202731,56,Yes
202732,87,Yes
202733,59,No
202734,42,No
202735,65,Yes
202736,79,Yes
202737,55,No
202738,22,No
202739,31,No
202740,60,Yes
202741,38,No
202742,80,Yes
202743,52,Yes
202744,64,No
202745,29,No
202746,44,No
202747,65,No
202748,53,Yes
202749,44,No
202750,24,No
202751,32,No
202752,23,No
202753,37,No
202754,17,No
202755,34,No
202756,61,Yes
202757,65,Yes
202758,22,No
202759,40,Yes
202760,43,No
202761,30,No
202762,32,No
202763,71,Yes
202764,57,No
202765,51,No
202766,61,No
202767,22,No
202768,30,No
202769,83,Yes
202770,24,No
202771,51,No
202772,33,No
202773,27,No
202774,69,Yes
202775,61,Yes
202776,53,Yes
202777,38,No
202778,13,No
202779,63,Yes
202780,69,Yes
202781,13,No
202782,100,Yes
202783,80,Yes
202784,32,No
202785,43,No
202786,41,No
202787,59,Yes
202788,53,No
202789,35,No
202790,53,No
202791,45,Yes
202792,59,No
202793,60,Yes
202794,42,No
202795,20,No
202796,63,No
202797,65,Yes
202798,45,No
202799,25,No
202800,30,No
202801,40,No
202802,0,No
202803,24,No
202804,49,Yes
202805,50,Yes
202806,47,Yes
202807,49,No
202808,45,No
202809,69,Yes
202810,45,Yes
202811,64,No
202812,47,No
202813,15,No
202814,33,No
202815,85,Yes
202816,57,Yes
202817,49,No
202818,23,No
202819,58,Yes
202820,46,No
202821,50,No
202822,47,No
202823,61,Yes
202824,27,No
202825,32,No
202826,52,Yes
202827,9,No
202828,62,No
202829,70,Yes
202830,33,No
202831,52,No
202832,21,No
202833,33,No
202834,7,No
202835,66,Yes
202836,57,No
202837,23,No
202838,42,No
202839,9,No
202840,23,No
202841,69,No
202842,68,Yes
202843,41,No
202844,66,Yes
202845,72,Yes
202846,37,No
202847,52,No
202848,28,No
202849,30,No
202850,34,Yes
202851,47,Yes
202852,20,No
202853,53,No
202854,24,No
202855,22,No
202856,59,No
202857,37,No
202858,33,No
202859,55,No
202860,21,No
202861,36,No
202862,40,No
202863,43,No
202864,17,No
202865,24,No
202866,62,No
202867,55,Yes
202868,58,Yes
202869,40,No
202870,56,Yes
202871,52,No
202872,72,No
202873,36,No
202874,64,Yes
202875,0,No
202876,72,No
202877,61,Yes
202878,64,Yes
202879,32,No
202880,68,Yes
202881,54,Yes
202882,16,No
202883,64,Yes
202884,59,Yes
202885,34,No
202886,58,Yes
202887,70,No
202888,46,No
202889,48,No
202890,71,Yes
202891,86,No
202892,84,Yes
202893,51,Yes
202894,58,No
202895,77,Yes
202896,71,No
202897,53,Yes
202898,44,No
202899,53,No
202900,61,No
202901,26,No
202902,66,Yes
202903,44,Yes
202904,28,No
202905,58,No
202906,50,Yes
202907,67,No
202908,53,Yes
202909,40,No
202910,43,No
202911,8,No
202912,41,No
202913,19,No
202914,53,No
202915,34,No
202916,71,Yes
202917,26,No
202918,41,No
202919,39,No
202920,69,No
202921,49,Yes
202922,44,Yes
202923,54,Yes
202924,15,No
202925,18,No
202926,47,No
202927,54,Yes
202928,74,Yes
202929,30,No
202930,57,No
202931,35,No
202932,25,No
202933,48,No
202934,31,No
202935,59,Yes
202936,58,Yes
202937,43,Yes
202938,50,Yes
202939,81,Yes
202940,22,No
202941,57,No
202942,78,Yes
202943,71,Yes
202944,50,No
202945,45,No
202946,45,No
202947,88,Yes
202948,14,No
202949,18,No
202950,39,No
202951,75,Yes
202952,28,No
202953,33,No
202954,31,Yes
202955,29,No
202956,0,No
202957,36,No
202958,46,No
202959,47,No
202960,35,No
202961,53,No
202962,41,No
202963,44,No
202964,13,No
202965,48,No
202966,19,No
202967,33,No
202968,82,Yes
202969,11,No
202970,56,Yes
202971,27,Yes
202972,8,No
202973,26,No
202974,77,Yes
202975,39,No
202976,68,No
202977,51,No
202978,52,No
202979,51,Yes
202980,33,No
202981,50,No
202982,34,No
202983,24,No
202984,47,Yes
202985,25,No
202986,32,No
202987,48,No
202988,76,Yes
202989,49,Yes
202990,44,Yes
202991,60,Yes
202992,46,No
202993,72,Yes
202994,36,No
202995,54,No
202996,32,No
202997,50,Yes
202998,34,No
202999,44,No
203000,66,No
203001,25,No
203002,80,Yes
203003,71,Yes
203004,36,No
203005,23,No
203006,37,No
203007,41,No
203008,82,Yes
203009,58,Yes
203010,72,No
203011,50,No
203012,39,No
203013,60,Yes
203014,14,No
203015,51,No
203016,54,Yes
203017,26,No
203018,53,Yes
203019,8,No
203020,30,No
203021,40,No
203022,48,Yes
203023,53,No
203024,75,Yes
203025,58,No
203026,58,Yes
203027,27,No
203028,43,No
203029,46,No
203030,22,No
203031,55,Yes
203032,56,No
203033,74,Yes
203034,32,No
203035,48,No
203036,65,Yes
203037,40,No
203038,41,Yes
203039,32,Yes
203040,82,Yes
203041,40,No
203042,74,Yes
203043,29,No
203044,37,No
203045,63,No
203046,42,No
203047,74,Yes
203048,22,No
203049,55,No
203050,47,No
203051,23,No
203052,26,No
203053,63,No
203054,33,No
203055,46,Yes
203056,42,No
203057,39,No
203058,30,No
203059,23,No
203060,34,No
203061,37,No
203062,27,No
203063,40,No
203064,63,Yes
203065,24,No
203066,21,No
203067,22,No
203068,36,No
203069,30,No
203070,13,No
203071,27,No
203072,63,Yes
203073,83,Yes
203074,63,Yes
203075,75,Yes
203076,87,Yes
203077,79,Yes
203078,13,No
203079,45,Yes
203080,29,Yes
203081,7,No
203082,71,Yes
203083,52,Yes
203084,58,Yes
203085,64,Yes
203086,48,No
203087,37,No
203088,71,Yes
203089,52,No
203090,26,No
203091,58,No
203092,44,Yes
203093,33,No
203094,55,No
203095,54,Yes
203096,75,Yes
203097,55,No
203098,71,No
203099,45,No
203100,88,Yes
203101,20,No
203102,69,No
203103,67,No
203104,31,No
203105,59,Yes
203106,29,No
203107,81,Yes
203108,2,No
203109,48,Yes
203110,26,No
203111,41,No
203112,38,Yes
203113,37,No
203114,29,No
203115,40,Yes
203116,15,No
203117,78,Yes
203118,31,Yes
203119,56,Yes
203120,1,No
203121,22,No
203122,60,Yes
203123,39,No
203124,30,No
203125,29,No
203126,64,No
203127,65,Yes
203128,77,Yes
203129,10,No
203130,18,No
203131,72,Yes
203132,62,Yes
203133,49,No
203134,77,Yes
203135,67,Yes
203136,81,Yes
203137,46,No
203138,61,No
203139,47,No
203140,76,Yes
203141,41,No
203142,70,No
203143,23,No
203144,40,No
203145,55,No
203146,41,No
203147,49,No
203148,40,Yes
203149,43,Yes
203150,53,No
203151,40,No
203152,53,Yes
203153,27,No
203154,30,No
203155,14,No
203156,47,Yes
203157,63,Yes
203158,58,No
203159,31,No
203160,38,No
203161,61,Yes
203162,79,Yes
203163,86,Yes
203164,24,No
203165,54,No
203166,76,Yes
203167,18,No
203168,43,No
203169,33,No
203170,88,Yes
203171,89,Yes
203172,55,No
203173,12,Yes
203174,31,No
203175,37,No
203176,57,No
203177,74,Yes
203178,54,No
203179,42,No
203180,43,No
203181,46,No
203182,100,Yes
203183,98,Yes
203184,28,No
203185,82,Yes
203186,29,No
203187,34,Yes
203188,52,No
203189,50,Yes
203190,19,No
203191,11,No
203192,35,No
203193,58,No
203194,12,No
203195,12,No
203196,64,No
203197,41,No
203198,39,No
203199,58,Yes
203200,13,No
203201,82,Yes
203202,57,Yes
203203,45,No
203204,40,No
203205,67,No
203206,21,No
203207,45,No
203208,30,No
203209,60,No
203210,49,No
203211,50,No
203212,63,Yes
203213,100,Yes
203214,85,Yes
203215,54,Yes
203216,45,No
203217,72,Yes
203218,31,No
203219,88,Yes
203220,64,Yes
203221,31,No
203222,18,No
203223,42,Yes
203224,70,Yes
203225,27,No
203226,85,Yes
203227,54,No
203228,22,No
203229,63,Yes
203230,21,No
203231,57,No
203232,16,No
203233,26,No
203234,59,No
203235,88,Yes
203236,39,No
203237,46,No
203238,46,No
203239,21,No
203240,75,Yes
203241,29,No
203242,52,Yes
203243,25,No
203244,56,No
203245,0,No
203246,69,No
203247,69,Yes
203248,48,No
203249,53,No
203250,56,No
203251,47,No
203252,22,No
203253,41,No
203254,56,No
203255,13,No
203256,52,No
203257,59,Yes
203258,75,Yes
203259,50,No
203260,57,No
203261,37,No
203262,22,No
203263,32,No
203264,38,No
203265,32,No
203266,43,No
203267,23,No
203268,19,No
203269,71,Yes
203270,29,No
203271,53,No
203272,39,Yes
203273,62,No
203274,43,No
203275,38,No
203276,47,No
203277,64,Yes
203278,62,Yes
203279,38,No
203280,53,No
203281,42,No
203282,53,No
203283,44,No
203284,67,No
203285,38,No
203286,94,Yes
203287,60,Yes
203288,40,No
203289,3,No
203290,96,Yes
203291,43,No
203292,91,Yes
203293,65,Yes
203294,30,No
203295,40,No
203296,27,No
203297,49,No
203298,51,No
203299,40,Yes
203300,78,Yes
203301,66,Yes
203302,57,Yes
203303,43,Yes
203304,62,Yes
203305,18,No
203306,68,Yes
203307,14,No
203308,60,No
203309,38,No
203310,48,No
203311,50,No
203312,18,No
203313,57,Yes
203314,50,No
203315,37,No
203316,21,No
203317,55,No
203318,10,No
203319,33,No
203320,0,No
203321,39,No
203322,57,No
203323,24,No
203324,59,No
203325,56,Yes
203326,41,No
203327,24,No
203328,48,No
203329,54,Yes
203330,46,No
203331,0,No
203332,37,No
203333,75,Yes
203334,70,Yes
203335,29,No
203336,51,Yes
203337,57,Yes
203338,31,No
203339,43,No
203340,90,Yes
203341,48,No
203342,49,No
203343,28,No
203344,47,No
203345,53,No
203346,44,No
203347,76,Yes
203348,32,No
203349,0,No
203350,49,Yes
203351,52,No
203352,37,No
203353,62,Yes
203354,40,No
203355,60,Yes
203356,41,No
203357,36,No
203358,51,No
203359,36,No
203360,55,No
203361,30,No
203362,15,No
203363,36,No
203364,53,No
203365,70,Yes
203366,81,Yes
203367,43,No
203368,35,No
203369,45,No
203370,11,No
203371,29,No
203372,42,No
203373,83,Yes
203374,46,No
203375,41,No
203376,79,Yes
203377,28,No
203378,41,No
203379,34,No
203380,30,No
203381,90,Yes
203382,27,No
203383,63,Yes
